"STUDY_ID","EVENTCATEGORYNAME","EVENTNAME","startdt","SHORTTITLE","STUDYNUMBER","enddt","EVENT"
50402,"Protocol Status","Concluded","15-APR-1997","CHOD + GCSF for CNS Lymphoma","ACTG 252","","Concluded"
50402,"Protocol Status","Withdrawn","15-APR-1997","CHOD + GCSF for CNS Lymphoma","ACTG 252","15-APR-1997","Other"
50402,"Protocol Status","Closed to Accrual","06-FEB-1997","CHOD + GCSF for CNS Lymphoma","ACTG 252","15-APR-1997","Closed to Accrual"
50402,"Protocol Status","Closed to Follow Up","04-AUG-1996","CHOD + GCSF for CNS Lymphoma","ACTG 252","06-FEB-1997","Closed to Follow Up"
50402,"Protocol Status","Open","12-SEP-1994","CHOD + GCSF for CNS Lymphoma","ACTG 252","04-AUG-1996","Open"
50402,"Protocol Status","Pending","25-MAY-1994","CHOD + GCSF for CNS Lymphoma","ACTG 252","12-SEP-1994","Pending"
50402,"Protocol Status","In Development","12-JUL-1993","CHOD + GCSF for CNS Lymphoma","ACTG 252","25-MAY-1994","In Development"
50403,"Protocol Status","Withdrawn","21-JUL-1995","MOPP Regimens for PCP, Toxo, Diss. MAC, Diss. Fung","ACTG 257","","Other"
50403,"Protocol Status","In Development","13-SEP-1993","MOPP Regimens for PCP, Toxo, Diss. MAC, Diss. Fung","ACTG 257","21-JUL-1995","In Development"
50404,"Protocol Status","Concluded","16-MAR-1999","Oral Hypericin for HIV Infection","ACTG 258","","Concluded"
50404,"Protocol Status","Withdrawn","30-OCT-1995","Oral Hypericin for HIV Infection","ACTG 258","16-MAR-1999","Other"
50404,"Protocol Status","POS/PAC","03-JAN-1995","Oral Hypericin for HIV Infection","ACTG 258","30-OCT-1995","POS/PAC"
50404,"Protocol Status","Closed to Follow Up","14-SEP-1994","Oral Hypericin for HIV Infection","ACTG 258","03-JAN-1995","Closed to Follow Up"
50404,"Protocol Status","Temporarily Closed","06-JUL-1994","Oral Hypericin for HIV Infection","ACTG 258","14-SEP-1994","Other"
50404,"Protocol Status","Open","10-MAR-1994","Oral Hypericin for HIV Infection","ACTG 258","06-JUL-1994","Open"
50404,"Protocol Status","Pending","15-DEC-1993","Oral Hypericin for HIV Infection","ACTG 258","10-MAR-1994","Pending"
50404,"Protocol Status","In Development","13-SEP-1993","Oral Hypericin for HIV Infection","ACTG 258","15-DEC-1993","In Development"
50405,"Protocol Status","Closed to Follow Up","21-AUG-1995","SC-49483 + AZT vs. AZT in Pts with CD4 150-350","ACTG 259","","Closed to Follow Up"
50405,"Protocol Status","Concluded","10-JUL-1995","SC-49483 + AZT vs. AZT in Pts with CD4 150-350","ACTG 259","21-AUG-1995","Concluded"
50405,"Protocol Status","Closed to Accrual","01-JUN-1995","SC-49483 + AZT vs. AZT in Pts with CD4 150-350","ACTG 259","10-JUL-1995","Closed to Accrual"
50405,"Protocol Status","Open","31-JAN-1994","SC-49483 + AZT vs. AZT in Pts with CD4 150-350","ACTG 259","01-JUN-1995","Open"
50405,"Protocol Status","Pending","15-DEC-1993","SC-49483 + AZT vs. AZT in Pts with CD4 150-350","ACTG 259","31-JAN-1994","Pending"
50405,"Protocol Status","In Development","13-SEP-1993","SC-49483 + AZT vs. AZT in Pts with CD4 150-350","ACTG 259","15-DEC-1993","In Development"
50406,"Protocol Status","Concluded","01-JAN-2005","Dose Ranging Trial of the Anti-HIV Activity of Delavirdine Mesylate","ACTG 260","","Concluded"
50406,"Protocol Status","POS/PAC","01-JAN-1996","Dose Ranging Trial of the Anti-HIV Activity of Delavirdine Mesylate","ACTG 260","01-JAN-2005","POS/PAC"
50406,"Protocol Status","Closed to Follow Up","13-OCT-1995","Dose Ranging Trial of the Anti-HIV Activity of Delavirdine Mesylate","ACTG 260","01-JAN-1996","Closed to Follow Up"
50406,"Protocol Status","Closed to Accrual","26-JUL-1995","Dose Ranging Trial of the Anti-HIV Activity of Delavirdine Mesylate","ACTG 260","13-OCT-1995","Closed to Accrual"
50406,"Protocol Status","Open","13-OCT-1994","Dose Ranging Trial of the Anti-HIV Activity of Delavirdine Mesylate","ACTG 260","26-JUL-1995","Open"
50406,"Protocol Status","Pending","13-SEP-1994","Dose Ranging Trial of the Anti-HIV Activity of Delavirdine Mesylate","ACTG 260","13-OCT-1994","Pending"
50406,"Protocol Status","In Development","13-SEP-1993","Dose Ranging Trial of the Anti-HIV Activity of Delavirdine Mesylate","ACTG 260","13-SEP-1994","In Development"
50407,"Protocol Status","Concluded","01-JAN-2005","DLV + ZDV +/-ddI vs.ZDV + ddI","ACTG 261","","Concluded"
50407,"Protocol Status","POS/PAC","27-MAR-1997","DLV + ZDV +/-ddI vs.ZDV + ddI","ACTG 261","01-JAN-2005","POS/PAC"
50407,"Protocol Status","Closed to Follow Up","09-DEC-1996","DLV + ZDV +/-ddI vs.ZDV + ddI","ACTG 261","27-MAR-1997","Closed to Follow Up"
50407,"Protocol Status","Closed to Accrual","15-SEP-1995","DLV + ZDV +/-ddI vs.ZDV + ddI","ACTG 261","09-DEC-1996","Closed to Accrual"
50407,"Protocol Status","Open","29-AUG-1994","DLV + ZDV +/-ddI vs.ZDV + ddI","ACTG 261","15-SEP-1995","Open"
50407,"Protocol Status","Pending","20-JUL-1994","DLV + ZDV +/-ddI vs.ZDV + ddI","ACTG 261","29-AUG-1994","Pending"
50407,"Protocol Status","In Development","19-OCT-1993","DLV + ZDV +/-ddI vs.ZDV + ddI","ACTG 261","20-JUL-1994","In Development"
50408,"Protocol Status","POS/PAC","30-OCT-1998","Effects of Methadone on ZDV Disposition","ACTG 262","","POS/PAC"
50408,"Protocol Status","Concluded","15-AUG-1998","Effects of Methadone on ZDV Disposition","ACTG 262","30-OCT-1998","Concluded"
50408,"Protocol Status","Closed to Accrual","09-SEP-1996","Effects of Methadone on ZDV Disposition","ACTG 262","15-AUG-1998","Closed to Accrual"
50408,"Protocol Status","Closed to Follow Up","23-JUL-1996","Effects of Methadone on ZDV Disposition","ACTG 262","09-SEP-1996","Closed to Follow Up"
50408,"Protocol Status","Open","24-MAY-1994","Effects of Methadone on ZDV Disposition","ACTG 262","23-JUL-1996","Open"
50408,"Protocol Status","Pending","03-MAY-1994","Effects of Methadone on ZDV Disposition","ACTG 262","24-MAY-1994","Pending"
50408,"Protocol Status","In Development","19-OCT-1993","Effects of Methadone on ZDV Disposition","ACTG 262","03-MAY-1994","In Development"
50409,"Protocol Status","Withdrawn","14-SEP-1995","p24-VLP in Asymptomatics with CD4 >500/mm3","ACTG 263","","Other"
50409,"Protocol Status","Deferred","14-DEC-1994","p24-VLP in Asymptomatics with CD4 >500/mm3","ACTG 263","14-SEP-1995","Other"
50409,"Protocol Status","In Development","09-NOV-1993","p24-VLP in Asymptomatics with CD4 >500/mm3","ACTG 263","14-DEC-1994","In Development"
50410,"Protocol Status","Withdrawn","22-OCT-1996","Phase I Procysteine","ACTG 264","","Other"
50410,"Protocol Status","In Development","09-NOV-1993","Phase I Procysteine","ACTG 264","22-OCT-1996","In Development"
50411,"Protocol Status","Concluded","01-JAN-2005","MSL 109 in CMV","ACTG 266","","Concluded"
50411,"Protocol Status","Concluded","01-NOV-2004","MSL 109 in CMV","ACTG 266","01-JAN-2005","Concluded"
50411,"Protocol Status","POS/PAC","11-MAR-1998","MSL 109 in CMV","ACTG 266","01-NOV-2004","POS/PAC"
50411,"Protocol Status","Closed to Accrual","15-MAR-1997","MSL 109 in CMV","ACTG 266","11-MAR-1998","Closed to Accrual"
50411,"Protocol Status","Closed to Follow Up","12-MAR-1997","MSL 109 in CMV","ACTG 266","15-MAR-1997","Closed to Follow Up"
50411,"Protocol Status","Open","28-DEC-1996","MSL 109 in CMV","ACTG 266","12-MAR-1997","Open"
50411,"Protocol Status","Temporarily Closed","03-SEP-1996","MSL 109 in CMV","ACTG 266","28-DEC-1996","Other"
50411,"Protocol Status","Open","06-JUL-1995","MSL 109 in CMV","ACTG 266","03-SEP-1996","Open"
50411,"Protocol Status","Pending","07-APR-1995","MSL 109 in CMV","ACTG 266","06-JUL-1995","Pending"
50411,"Protocol Status","In Development","09-DEC-1993","MSL 109 in CMV","ACTG 266","07-APR-1995","In Development"
50412,"Protocol Status","Concluded","01-MAY-2002","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","","Concluded"
50412,"Protocol Status","POS/PAC","03-JUL-2000","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","01-MAY-2002","POS/PAC"
50412,"Protocol Status","Closed to Follow Up","17-DEC-1998","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","03-JUL-2000","Closed to Follow Up"
50412,"Protocol Status","Closed to Accrual","17-SEP-1998","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","17-DEC-1998","Closed to Accrual"
50412,"Protocol Status","Open","23-DEC-1996","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","17-SEP-1998","Open"
50412,"Protocol Status","Temporarily Closed","25-OCT-1996","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","23-DEC-1996","Other"
50412,"Protocol Status","Open","12-AUG-1996","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","25-OCT-1996","Open"
50412,"Protocol Status","Temporarily Closed","10-JUL-1996","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","12-AUG-1996","Other"
50412,"Protocol Status","Open","03-MAR-1995","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","10-JUL-1996","Open"
50412,"Protocol Status","Pending","22-SEP-1994","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","03-MAR-1995","Pending"
50412,"Protocol Status","In Development","09-DEC-1993","Dose-Escalation & Safety, Tolerability, & PK of Thalidomide in HIV-1 Infection","ACTG 267","22-SEP-1994","In Development"
50413,"Protocol Status","Concluded","01-AUG-2000","TMP/SMX as Primary PCP Prophylaxis","ACTG 268","","Concluded"
50413,"Protocol Status","POS/PAC","26-SEP-1996","TMP/SMX as Primary PCP Prophylaxis","ACTG 268","01-AUG-2000","POS/PAC"
50413,"Protocol Status","Closed to Follow Up","02-JUL-1996","TMP/SMX as Primary PCP Prophylaxis","ACTG 268","26-SEP-1996","Closed to Follow Up"
50413,"Protocol Status","Closed to Accrual","29-MAR-1996","TMP/SMX as Primary PCP Prophylaxis","ACTG 268","02-JUL-1996","Closed to Accrual"
50413,"Protocol Status","Open","23-NOV-1994","TMP/SMX as Primary PCP Prophylaxis","ACTG 268","29-MAR-1996","Open"
50413,"Protocol Status","Pending","20-OCT-1994","TMP/SMX as Primary PCP Prophylaxis","ACTG 268","23-NOV-1994","Pending"
50413,"Protocol Status","In Development","09-DEC-1993","TMP/SMX as Primary PCP Prophylaxis","ACTG 268","20-OCT-1994","In Development"
50414,"Protocol Status","Concluded","01-AUG-2002","Etoposide for Relapsed or Progressed KS","ACTG 269","","Concluded"
50414,"Protocol Status","POS/PAC","30-JUL-2000","Etoposide for Relapsed or Progressed KS","ACTG 269","01-AUG-2002","POS/PAC"
50414,"Protocol Status","Closed to Follow Up","16-JUN-1998","Etoposide for Relapsed or Progressed KS","ACTG 269","30-JUL-2000","Closed to Follow Up"
50414,"Protocol Status","Closed to Accrual","15-MAY-1998","Etoposide for Relapsed or Progressed KS","ACTG 269","16-JUN-1998","Closed to Accrual"
50414,"Protocol Status","Open","04-OCT-1994","Etoposide for Relapsed or Progressed KS","ACTG 269","15-MAY-1998","Open"
50414,"Protocol Status","Pending","23-AUG-1994","Etoposide for Relapsed or Progressed KS","ACTG 269","04-OCT-1994","Pending"
50414,"Protocol Status","In Development","09-DEC-1993","Etoposide for Relapsed or Progressed KS","ACTG 269","23-AUG-1994","In Development"
50415,"Protocol Status","Withdrawn","14-FEB-1996","Pentoxifylline in HIV positive TB","ACTG 270","","Other"
50415,"Protocol Status","In Development","13-JAN-1994","Pentoxifylline in HIV positive TB","ACTG 270","14-FEB-1996","In Development"
50416,"Protocol Status","Concluded","09-SEP-1999","Prednisone vs. Placebo for HIVAN","ACTG 271","","Concluded"
50416,"Protocol Status","Closed to Accrual","13-MAY-1996","Prednisone vs. Placebo for HIVAN","ACTG 271","09-SEP-1999","Closed to Accrual"
50416,"Protocol Status","Closed to Follow Up","16-JAN-1996","Prednisone vs. Placebo for HIVAN","ACTG 271","13-MAY-1996","Closed to Follow Up"
50416,"Protocol Status","Open","09-JUN-1995","Prednisone vs. Placebo for HIVAN","ACTG 271","16-JAN-1996","Open"
50416,"Protocol Status","Pending","20-JAN-1995","Prednisone vs. Placebo for HIVAN","ACTG 271","09-JUN-1995","Pending"
50416,"Protocol Status","In Development","13-JAN-1994","Prednisone vs. Placebo for HIVAN","ACTG 271","20-JAN-1995","In Development"
50417,"Protocol Status","Withdrawn","06-APR-1995","Low dose alpha interferon","ACTG 272","","Other"
50417,"Protocol Status","In Development","23-JAN-1994","Low dose alpha interferon","ACTG 272","06-APR-1995","In Development"
50418,"Protocol Status","Closed to Follow Up","28-SEP-1995","Virologic Effects of ZDV VS ZDV + DDI in Pts w/ CD","ACTG 275","","Closed to Follow Up"
50418,"Protocol Status","Concluded","08-MAY-1995","Virologic Effects of ZDV VS ZDV + DDI in Pts w/ CD","ACTG 275","28-SEP-1995","Concluded"
50418,"Protocol Status","Withdrawn","08-MAY-1995","Virologic Effects of ZDV VS ZDV + DDI in Pts w/ CD","ACTG 275","08-MAY-1995","Other"
50418,"Protocol Status","Temporarily Closed","04-MAY-1995","Virologic Effects of ZDV VS ZDV + DDI in Pts w/ CD","ACTG 275","08-MAY-1995","Other"
50418,"Protocol Status","Open","18-NOV-1994","Virologic Effects of ZDV VS ZDV + DDI in Pts w/ CD","ACTG 275","04-MAY-1995","Open"
50418,"Protocol Status","Pending","28-SEP-1994","Virologic Effects of ZDV VS ZDV + DDI in Pts w/ CD","ACTG 275","18-NOV-1994","Pending"
50418,"Protocol Status","In Development","12-APR-1994","Virologic Effects of ZDV VS ZDV + DDI in Pts w/ CD","ACTG 275","28-SEP-1994","In Development"
50419,"Protocol Status","Concluded","07-APR-2007","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","","Concluded"
50419,"Protocol Status","POS/PAC","15-FEB-2000","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","07-APR-2007","POS/PAC"
50419,"Protocol Status","Closed to Follow Up","22-JUL-1997","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","15-FEB-2000","Closed to Follow Up"
50419,"Protocol Status","Closed to Accrual","31-DEC-1996","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","22-JUL-1997","Closed to Accrual"
50419,"Protocol Status","Open","06-NOV-1995","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","31-DEC-1996","Open"
50419,"Protocol Status","Temporarily Closed","18-OCT-1995","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","06-NOV-1995","Other"
50419,"Protocol Status","Open","17-JUL-1995","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","18-OCT-1995","Open"
50419,"Protocol Status","Pending","19-APR-1995","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","17-JUL-1995","Pending"
50419,"Protocol Status","In Development","12-APR-1994","Diff. Among Antiretrovirals on Quant. Meas. of Vir","ACTG 276","19-APR-1995","In Development"
50420,"Protocol Status","Concluded","24-DEC-1998","PCP-INT","ACTG 277","","Concluded"
50420,"Protocol Status","POS/PAC","18-JUL-1997","PCP-INT","ACTG 277","24-DEC-1998","POS/PAC"
50420,"Protocol Status","Closed to Follow Up","31-MAY-1997","PCP-INT","ACTG 277","18-JUL-1997","Closed to Follow Up"
50420,"Protocol Status","Closed to Accrual","05-MAY-1995","PCP-INT","ACTG 277","31-MAY-1997","Closed to Accrual"
50420,"Protocol Status","Open","23-SEP-1994","PCP-INT","ACTG 277","05-MAY-1995","Open"
50420,"Protocol Status","Pending","20-JUL-1994","PCP-INT","ACTG 277","23-SEP-1994","Pending"
50420,"Protocol Status","In Development","25-APR-1994","PCP-INT","ACTG 277","20-JUL-1994","In Development"
50421,"Protocol Status","Concluded","10-JAN-1998","Alternating Oral and IV Ganciclovir for CMV Retini","ACTG 278","","Concluded"
50421,"Protocol Status","Closed to Follow Up","15-APR-1997","Alternating Oral and IV Ganciclovir for CMV Retini","ACTG 278","10-JAN-1998","Closed to Follow Up"
50421,"Protocol Status","Closed to Accrual","10-DEC-1996","Alternating Oral and IV Ganciclovir for CMV Retini","ACTG 278","15-APR-1997","Closed to Accrual"
50421,"Protocol Status","Open","18-DEC-1995","Alternating Oral and IV Ganciclovir for CMV Retini","ACTG 278","10-DEC-1996","Open"
50421,"Protocol Status","Pending","04-APR-1995","Alternating Oral and IV Ganciclovir for CMV Retini","ACTG 278","18-DEC-1995","Pending"
50421,"Protocol Status","In Development","10-MAY-1994","Alternating Oral and IV Ganciclovir for CMV Retini","ACTG 278","04-APR-1995","In Development"
50422,"Protocol Status","Withdrawn","04-NOV-1994","SC-52151 vs AZT vs AZT + SC-52151 in Pts w/ CD4 10","ACTG 280","","Other"
50422,"Protocol Status","In Development","24-MAY-1994","SC-52151 vs AZT vs AZT + SC-52151 in Pts w/ CD4 10","ACTG 280","04-NOV-1994","In Development"
50423,"Protocol Status","Concluded","15-FEB-1997","HPMPC for Peripheral CMV Retinitis","ACTG 281","","Concluded"
50423,"Protocol Status","Closed to Follow Up","28-NOV-1996","HPMPC for Peripheral CMV Retinitis","ACTG 281","15-FEB-1997","Closed to Follow Up"
50423,"Protocol Status","POS/PAC","10-APR-1996","HPMPC for Peripheral CMV Retinitis","ACTG 281","28-NOV-1996","POS/PAC"
50423,"Protocol Status","Closed to Accrual","11-MAR-1996","HPMPC for Peripheral CMV Retinitis","ACTG 281","10-APR-1996","Closed to Accrual"
50423,"Protocol Status","Open","27-OCT-1994","HPMPC for Peripheral CMV Retinitis","ACTG 281","11-MAR-1996","Open"
50423,"Protocol Status","FDA - IND Hold","03-AUG-1994","HPMPC for Peripheral CMV Retinitis","ACTG 281","27-OCT-1994","Other"
50423,"Protocol Status","Open","10-APR-1994","HPMPC for Peripheral CMV Retinitis","ACTG 281","03-AUG-1994","Open"
50424,"Protocol Status","Concluded","01-MAY-1997","Phase I SC-52151 Study:  Elixir vs. SEDDS","ACTG 282","","Concluded"
50424,"Protocol Status","POS/PAC","01-FEB-1995","Phase I SC-52151 Study:  Elixir vs. SEDDS","ACTG 282","01-MAY-1997","POS/PAC"
50424,"Protocol Status","Closed to Follow Up","07-OCT-1994","Phase I SC-52151 Study:  Elixir vs. SEDDS","ACTG 282","01-FEB-1995","Closed to Follow Up"
50424,"Protocol Status","Closed to Accrual","01-SEP-1994","Phase I SC-52151 Study:  Elixir vs. SEDDS","ACTG 282","07-OCT-1994","Closed to Accrual"
50424,"Protocol Status","Open","04-AUG-1994","Phase I SC-52151 Study:  Elixir vs. SEDDS","ACTG 282","01-SEP-1994","Open"
50424,"Protocol Status","Pending","06-JUL-1994","Phase I SC-52151 Study:  Elixir vs. SEDDS","ACTG 282","04-AUG-1994","Pending"
50424,"Protocol Status","In Development","23-JUN-1994","Phase I SC-52151 Study:  Elixir vs. SEDDS","ACTG 282","06-JUL-1994","In Development"
50425,"Protocol Status","Concluded","01-DEC-2004","Effects of Flucon, Clari, & Rifab on Dapsone & SMX","ACTG 283","","Concluded"
50425,"Protocol Status","POS/PAC","15-MAY-1999","Effects of Flucon, Clari, & Rifab on Dapsone & SMX","ACTG 283","01-DEC-2004","POS/PAC"
50425,"Protocol Status","Closed to Accrual","19-AUG-1997","Effects of Flucon, Clari, & Rifab on Dapsone & SMX","ACTG 283","15-MAY-1999","Closed to Accrual"
50425,"Protocol Status","Closed to Follow Up","05-AUG-1997","Effects of Flucon, Clari, & Rifab on Dapsone & SMX","ACTG 283","19-AUG-1997","Closed to Follow Up"
50425,"Protocol Status","Open","31-OCT-1995","Effects of Flucon, Clari, & Rifab on Dapsone & SMX","ACTG 283","05-AUG-1997","Open"
50425,"Protocol Status","Pending","24-APR-1995","Effects of Flucon, Clari, & Rifab on Dapsone & SMX","ACTG 283","31-OCT-1995","Pending"
50425,"Protocol Status","In Development","23-JUN-1994","Effects of Flucon, Clari, & Rifab on Dapsone & SMX","ACTG 283","24-APR-1995","In Development"
50426,"Protocol Status","Concluded","01-OCT-2000","ACTG 122 followup","ACTG 284","","Concluded"
50426,"Protocol Status","Closed to Follow Up","16-SEP-1997","ACTG 122 followup","ACTG 284","01-OCT-2000","Closed to Follow Up"
50426,"Protocol Status","Closed to Accrual","07-AUG-1996","ACTG 122 followup","ACTG 284","16-SEP-1997","Closed to Accrual"
50426,"Protocol Status","Open","26-JAN-1995","ACTG 122 followup","ACTG 284","07-AUG-1996","Open"
